0.0000, 0.0993, 0.0751, 0.0391, 0.0331, 0.0151, 0.0323, 0.0212, 0.0660, 0.0541, 0.0065, 0.0040, 0.0293, 0.0335, 0.0161, 0.0617, 0.0356, 0.0016, 0.0315, 0.0771, 0.1472, 0.0143, 0.0062, 0.0803, 0.0000, 0.0192, 0.0006
0.0839, 0.0093, 0.0184, 0.0688, 0.0411, 0.0000, 0.0049, 0.0110, 0.0181, 0.0314, 0.0005, 0.0155, 0.0664, 0.0259, 0.2104, 0.0002, 0.0180, 0.0000, 0.1216, 0.0606, 0.1158, 0.0094, 0.0200, 0.0123, 0.0006, 0.0350, 0.0009
0.0184, 0.1316, 0.0087, 0.0015, 0.0000, 0.1929, 0.0000, 0.0000, 0.0000, 0.0321, 0.0000, 0.0000, 0.0383, 0.0000, 0.0000, 0.1474, 0.0000, 0.0000, 0.0184, 0.0219, 0.0015, 0.3510, 0.0005, 0.0000, 0.0000, 0.0357, 0.0000
0.0449, 0.1133, 0.0000, 0.0051, 0.0000, 0.1240, 0.0000, 0.0000, 0.1317, 0.0175, 0.0000, 0.1967, 0.0389, 0.0064, 0.0000, 0.1578, 0.0000, 0.0000, 0.0663, 0.0021, 0.0509, 0.0436, 0.0000, 0.0000, 0.0000, 0.0004, 0.0000
0.3854, 0.0242, 0.0016, 0.0000, 0.0134, 0.0737, 0.0000, 0.0066, 0.0002, 0.0453, 0.0009, 0.0000, 0.0075, 0.0007, 0.0023, 0.1026, 0.0007, 0.0000, 0.0296, 0.0516, 0.0002, 0.0082, 0.0007, 0.0005, 0.0000, 0.2441, 0.0000
0.3814, 0.0711, 0.0022, 0.0146, 0.0532, 0.0384, 0.0056, 0.0073, 0.0057, 0.0060, 0.0004, 0.0024, 0.0315, 0.0120, 0.0694, 0.0018, 0.0146, 0.0002, 0.1062, 0.0792, 0.0366, 0.0002, 0.0118, 0.0076, 0.0202, 0.0187, 0.0015
0.3448, 0.0695, 0.0000, 0.0000, 0.0000, 0.0510, 0.0629, 0.0013, 0.0007, 0.0642, 0.0000, 0.0000, 0.0609, 0.0000, 0.0000, 0.1317, 0.0000, 0.0000, 0.1370, 0.0020, 0.0304, 0.0225, 0.0000, 0.0013, 0.0179, 0.0020, 0.0000
0.3873, 0.0484, 0.0000, 0.0000, 0.0000, 0.1231, 0.0000, 0.0120, 0.1466, 0.0479, 0.0000, 0.0000, 0.0374, 0.0005, 0.0130, 0.0743, 0.0000, 0.0000, 0.0528, 0.0249, 0.0000, 0.0299, 0.0000, 0.0005, 0.0000, 0.0015, 0.0000
0.1165, 0.1231, 0.0014, 0.0006, 0.0019, 0.4850, 0.0000, 0.0000, 0.0099, 0.1304, 0.0000, 0.0000, 0.0016, 0.0002, 0.0006, 0.0530, 0.0010, 0.0000, 0.0156, 0.0025, 0.0429, 0.0097, 0.0000, 0.0004, 0.0000, 0.0037, 0.0000
0.0284, 0.0042, 0.0029, 0.0405, 0.0683, 0.0321, 0.0139, 0.0498, 0.0004, 0.0011, 0.0000, 0.0081, 0.0421, 0.0469, 0.3174, 0.0256, 0.0119, 0.0000, 0.0332, 0.1302, 0.1086, 0.0016, 0.0229, 0.0004, 0.0011, 0.0000, 0.0084
0.0065, 0.1176, 0.0000, 0.0000, 0.0000, 0.0523, 0.0000, 0.0000, 0.0000, 0.0065, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0980, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.7190, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.3585, 0.0310, 0.0042, 0.0092, 0.0000, 0.1801, 0.0000, 0.0000, 0.0000, 0.1055, 0.0000, 0.0000, 0.0151, 0.0008, 0.0352, 0.0042, 0.0126, 0.0000, 0.0000, 0.1365, 0.0034, 0.0017, 0.0000, 0.0034, 0.0000, 0.0988, 0.0000
0.1256, 0.0992, 0.0042, 0.0024, 0.0333, 0.1380, 0.0112, 0.0000, 0.0000, 0.1489, 0.0000, 0.0175, 0.1549, 0.0073, 0.0006, 0.1071, 0.0085, 0.0000, 0.0064, 0.0330, 0.0070, 0.0106, 0.0030, 0.0085, 0.0000, 0.0729, 0.0000
0.2758, 0.0875, 0.0156, 0.0005, 0.0000, 0.1623, 0.0000, 0.0000, 0.0005, 0.0763, 0.0000, 0.0000, 0.0010, 0.0499, 0.0005, 0.1262, 0.0504, 0.0000, 0.0572, 0.0308, 0.0000, 0.0342, 0.0000, 0.0000, 0.0000, 0.0313, 0.0000
0.2114, 0.0230, 0.0000, 0.0204, 0.1913, 0.0548, 0.0042, 0.1507, 0.0002, 0.0309, 0.0003, 0.0278, 0.0072, 0.0000, 0.0220, 0.0611, 0.0003, 0.0000, 0.0002, 0.0443, 0.1252, 0.0166, 0.0012, 0.0003, 0.0000, 0.0065, 0.0000
0.1145, 0.0086, 0.0047, 0.0118, 0.0945, 0.0036, 0.0499, 0.0056, 0.0103, 0.0114, 0.0000, 0.0176, 0.0233, 0.0503, 0.0974, 0.1443, 0.0197, 0.0000, 0.0557, 0.0277, 0.0441, 0.0984, 0.0211, 0.0489, 0.0099, 0.0265, 0.0002
0.2123, 0.1059, 0.0000, 0.0000, 0.0005, 0.1528, 0.0005, 0.0000, 0.0053, 0.0622, 0.0000, 0.0000, 0.0785, 0.0000, 0.0005, 0.1349, 0.0411, 0.0000, 0.0558, 0.0796, 0.0116, 0.0485, 0.0000, 0.0047, 0.0000, 0.0053, 0.0000
0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.2296, 0.0620, 0.0055, 0.0208, 0.0337, 0.2118, 0.0023, 0.0161, 0.0011, 0.0670, 0.0002, 0.0095, 0.0047, 0.0174, 0.0168, 0.1456, 0.0011, 0.0000, 0.0180, 0.0482, 0.0223, 0.0356, 0.0032, 0.0057, 0.0000, 0.0219, 0.0000
0.5200, 0.0189, 0.0008, 0.0191, 0.0003, 0.0762, 0.0047, 0.0010, 0.0399, 0.0706, 0.0000, 0.0088, 0.0263, 0.0043, 0.0058, 0.0204, 0.0252, 0.0018, 0.0000, 0.0285, 0.1066, 0.0162, 0.0000, 0.0034, 0.0000, 0.0013, 0.0000
0.2480, 0.0518, 0.0006, 0.0099, 0.0003, 0.0536, 0.0003, 0.0000, 0.2883, 0.0574, 0.0000, 0.0000, 0.0077, 0.0019, 0.0006, 0.1571, 0.0000, 0.0000, 0.0344, 0.0401, 0.0173, 0.0135, 0.0019, 0.0039, 0.0000, 0.0113, 0.0000
0.0780, 0.0085, 0.0049, 0.0416, 0.0371, 0.0189, 0.0013, 0.0312, 0.0111, 0.0133, 0.0000, 0.0010, 0.0478, 0.0224, 0.0982, 0.0130, 0.0748, 0.0000, 0.0787, 0.1037, 0.1151, 0.0000, 0.0029, 0.0000, 0.0003, 0.0081, 0.1880
0.0267, 0.0694, 0.0000, 0.0000, 0.0013, 0.6088, 0.0000, 0.0000, 0.0000, 0.2043, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0828, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0067, 0.0000
0.1036, 0.1383, 0.0061, 0.0000, 0.0078, 0.0763, 0.0000, 0.0000, 0.1171, 0.1024, 0.0000, 0.0000, 0.0078, 0.0000, 0.0510, 0.3550, 0.0000, 0.0000, 0.0131, 0.0163, 0.0004, 0.0004, 0.0000, 0.0037, 0.0000, 0.0008, 0.0000
0.5916, 0.0064, 0.0000, 0.0579, 0.0000, 0.0579, 0.0000, 0.0000, 0.0000, 0.0289, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0032, 0.0418, 0.0000, 0.0000, 0.0032, 0.1929, 0.0032, 0.0000, 0.0000, 0.0000, 0.0129, 0.0000
0.6567, 0.0131, 0.0042, 0.0003, 0.0000, 0.0453, 0.0024, 0.0000, 0.0000, 0.0180, 0.0000, 0.0000, 0.0042, 0.0000, 0.0000, 0.1249, 0.0024, 0.0000, 0.0055, 0.1135, 0.0038, 0.0014, 0.0003, 0.0031, 0.0000, 0.0007, 0.0000
0.4259, 0.0206, 0.0024, 0.0000, 0.0000, 0.0254, 0.0000, 0.0000, 0.0000, 0.0048, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0056, 0.0000, 0.0000, 0.0008, 0.0325, 0.0000, 0.0024, 0.0016, 0.0000, 0.0000, 0.0000, 0.4782
